Entry	Entry name	Status	Protein names	Gene names	Cross-reference (KEGG)	Organism	Length	Pathway	Gene names  (ordered locus )	Gene names  (primary )	Gene names  (synonym )	Annotation	Caution	Features	Gene ontology IDs	Gene ontology (biological process)	Gene ontology (cellular component)	Gene ontology (molecular function)	Signal peptide	Transit peptide	Cross-reference (Bgee)	Cross-reference (CollecTF)	Cross-reference (BioCyc)	Cross-reference (RefSeq)
Q7UZV3	RL16_PROMP	reviewed	50S ribosomal protein L16	rplP rpl16 PMM1551	pmm:PMM1551;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	160		PMM1551	rplP	rpl16	2 out of 5		Chain (1); Region (1)	GO:0000049; GO:0003735; GO:0005840; GO:0006412; GO:0019843	translation [GO:0006412]	ribosome [GO:0005840]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]						WP_011133179.1;
Q7UZL1	TILS_PROMP	reviewed	tRNA(Ile)-lysidine synthase (EC 6.3.4.19) (tRNA(Ile)-2-lysyl-cytidine synthase) (tRNA(Ile)-lysidine synthetase)	tilS PMM1651	pmm:PMM1651;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	336		PMM1651	tilS		2 out of 5		Chain (1); Nucleotide binding (1)	GO:0005524; GO:0005737; GO:0006400; GO:0016879	tRNA modification [GO:0006400]	cytoplasm [GO:0005737]	ATP binding [GO:0005524]; ligase activity, forming carbon-nitrogen bonds [GO:0016879]						WP_011133278.1;
Q7V2F9	RRF_PROMP	reviewed	Ribosome-recycling factor (RRF) (Ribosome-releasing factor)	frr PMM0521	pmm:PMM0521;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	182		PMM0521	frr		2 out of 5		Chain (1)	GO:0005737; GO:0006415	translational termination [GO:0006415]	cytoplasm [GO:0005737]							WP_011132156.1;
Q7V2S2	SEPF_PROMP	reviewed	Cell division protein SepF	sepF PMM0395	pmm:PMM0395;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	191		PMM0395	sepF		2 out of 5		Chain (1); Compositional bias (1); Region (1)	GO:0000917; GO:0005737; GO:0043093	division septum assembly [GO:0000917]; FtsZ-dependent cytokinesis [GO:0043093]	cytoplasm [GO:0005737]							WP_011132031.1;
Q7V0W1	SYC_PROMP	reviewed	Cysteine--tRNA ligase (EC 6.1.1.16) (Cysteinyl-tRNA synthetase) (CysRS)	cysS PMM1141	pmm:PMM1141;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	492		PMM1141	cysS		3 out of 5		Binding site (1); Chain (1); Metal binding (4); Motif (2)	GO:0004817; GO:0005524; GO:0005737; GO:0006423; GO:0008270	cysteinyl-tRNA aminoacylation [GO:0006423]	cytoplasm [GO:0005737]	ATP binding [GO:0005524]; cysteine-tRNA ligase activity [GO:0004817]; zinc ion binding [GO:0008270]						WP_011132774.1;
Q7V2Z7	PSBJ_PROMP	reviewed	Photosystem II reaction center protein J (PSII-J)	psbJ PMM0300	pmm:PMM0300;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	64		PMM0300	psbJ		2 out of 5		Chain (1); Transmembrane (1)	GO:0009539; GO:0015979; GO:0016021; GO:0031676	photosynthesis [GO:0015979]	integral component of membrane [GO:0016021]; photosystem II reaction center [GO:0009539]; plasma membrane-derived thylakoid membrane [GO:0031676]							WP_011131937.1;
Q7TU99	RL33_PROMP	reviewed	50S ribosomal protein L33	rpmG rpl33 PMM0870	pmm:PMM0870;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	64		PMM0870	rpmG	rpl33	2 out of 5		Chain (1); Region (1)	GO:0003735; GO:0005840; GO:0006412	translation [GO:0006412]	ribosome [GO:0005840]	structural constituent of ribosome [GO:0003735]						WP_011132503.1;
Q7V0S1	RL34_PROMP	reviewed	50S ribosomal protein L34	rpmH rpl34 PMM1183	pmm:PMM1183;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	45		PMM1183	rpmH	rpl34	2 out of 5		Chain (1); Region (1)	GO:0003735; GO:0005840; GO:0006412	translation [GO:0006412]	ribosome [GO:0005840]	structural constituent of ribosome [GO:0003735]						WP_011132817.1;
Q7UZV8	RL6_PROMP	reviewed	50S ribosomal protein L6	rplF rpl6 PMM1544	pmm:PMM1544;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	179		PMM1544	rplF	rpl6	2 out of 5		Chain (1)	GO:0003735; GO:0005840; GO:0006412; GO:0019843	translation [GO:0006412]	ribosome [GO:0005840]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]						WP_011133172.1;
Q7UZW4	RS13_PROMP	reviewed	30S ribosomal protein S13	rpsM rps13 PMM1537	pmm:PMM1537;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	121		PMM1537	rpsM	rps13	2 out of 5		Chain (1); Compositional bias (1); Region (1)	GO:0000049; GO:0003735; GO:0005840; GO:0006412; GO:0019843	translation [GO:0006412]	ribosome [GO:0005840]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]						WP_011133165.1;
Q7UZY5	RS7_PROMP	reviewed	30S ribosomal protein S7	rpsG rps7 PMM1510	pmm:PMM1510;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	156		PMM1510	rpsG	rps7	2 out of 5		Chain (1)	GO:0000049; GO:0003735; GO:0006412; GO:0015935; GO:0019843	translation [GO:0006412]	small ribosomal subunit [GO:0015935]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]						WP_011133138.1;
Q7V1J8	SYFB_PROMP	reviewed	Phenylalanine--tRNA ligase beta subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase beta subunit) (PheRS)	pheT PMM0871	pmm:PMM0871;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	821		PMM0871	pheT		3 out of 5		Chain (1); Domain (3); Metal binding (4)	GO:0000049; GO:0000287; GO:0004826; GO:0005524; GO:0005737; GO:0006432	phenylalanyl-tRNA aminoacylation [GO:0006432]	cytoplasm [GO:0005737]	ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; phenylalanine-tRNA ligase activity [GO:0004826]; tRNA binding [GO:0000049]						WP_011132504.1;
Q7TUA7	HIS4_PROMP	reviewed	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase (EC 5.3.1.16) (Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase)	hisA PMM0796	pmm:PMM0796;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	255	PATHWAY: Amino-acid biosynthesis; L-histidine biosynthesis; L-histidine from 5-phospho-alpha-D-ribose 1-diphosphate: step 4/9. {ECO:0000255|HAMAP-Rule:MF_01014}.	PMM0796	hisA		2 out of 5		Active site (2); Chain (1)	GO:0000105; GO:0003949; GO:0005737	histidine biosynthetic process [GO:0000105]	cytoplasm [GO:0005737]	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity [GO:0003949]						WP_011132430.1;
Q7V2F5	HEMH_PROMP	reviewed	Ferrochelatase (EC 4.99.1.1) (Heme synthase) (Protoheme ferro-lyase)	hemH PMM0525	pmm:PMM0525;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	391	PATHWAY: Porphyrin-containing compound metabolism; protoheme biosynthesis; protoheme from protoporphyrin-IX: step 1/1. {ECO:0000255|HAMAP-Rule:MF_00323}.	PMM0525	hemH		3 out of 5		Chain (1); Metal binding (2)	GO:0004325; GO:0005737; GO:0006783; GO:0046872	heme biosynthetic process [GO:0006783]	cytoplasm [GO:0005737]	ferrochelatase activity [GO:0004325]; metal ion binding [GO:0046872]						WP_011132160.1;
Q7V2P2	HIS6_PROMP	reviewed	Imidazole glycerol phosphate synthase subunit HisF (EC 4.3.2.10) (IGP synthase cyclase subunit) (IGP synthase subunit HisF) (ImGP synthase subunit HisF) (IGPS subunit HisF)	hisF PMM0430	pmm:PMM0430;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	255	PATHWAY: Amino-acid biosynthesis; L-histidine biosynthesis; L-histidine from 5-phospho-alpha-D-ribose 1-diphosphate: step 5/9. {ECO:0000255|HAMAP-Rule:MF_01013}.	PMM0430	hisF		3 out of 5		Active site (2); Chain (1)	GO:0000105; GO:0000107; GO:0005737; GO:0016829	histidine biosynthetic process [GO:0000105]	cytoplasm [GO:0005737]	imidazoleglycerol-phosphate synthase activity [GO:0000107]; lyase activity [GO:0016829]						WP_011132066.1;
Q7V1R8	LPXD_PROMP	reviewed	UDP-3-O-acylglucosamine N-acyltransferase (EC 2.3.1.191)	lpxD PMM0787	pmm:PMM0787;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	344	PATHWAY: Bacterial outer membrane biogenesis; LPS lipid A biosynthesis. {ECO:0000255|HAMAP-Rule:MF_00523}.	PMM0787	lpxD		2 out of 5		Active site (1); Chain (1)	GO:0009245; GO:0016410	lipid A biosynthetic process [GO:0009245]		N-acyltransferase activity [GO:0016410]						WP_011132421.1;
Q7V2L6	LGT_PROMP	reviewed	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase (EC 2.5.1.145)	lgt PMM0460	pmm:PMM0460;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	297	PATHWAY: Protein modification; lipoprotein biosynthesis (diacylglyceryl transfer). {ECO:0000255|HAMAP-Rule:MF_01147}.	PMM0460	lgt		2 out of 5		Binding site (1); Chain (1); Transmembrane (7)	GO:0005887; GO:0008961; GO:0042158	lipoprotein biosynthetic process [GO:0042158]	integral component of plasma membrane [GO:0005887]	phosphatidylglycerol-prolipoprotein diacylglyceryl transferase activity [GO:0008961]						WP_011132096.1;
Q7UZY1	LIPA1_PROMP	reviewed	Lipoyl synthase 1 (EC 2.8.1.8) (Lip-syn 1) (LS 1) (Lipoate synthase 1) (Lipoic acid synthase 1) (Sulfur insertion protein LipA 1)	lipA1 lipA PMM1514	pmm:PMM1514;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	297	PATHWAY: Protein modification; protein lipoylation via endogenous pathway; protein N(6)-(lipoyl)lysine from octanoyl-[acyl-carrier-protein]: step 2/2. {ECO:0000255|HAMAP-Rule:MF_00206}.	PMM1514	lipA1	lipA	3 out of 5		Chain (1); Domain (1); Metal binding (7)	GO:0005737; GO:0009249; GO:0016992; GO:0046872; GO:0051539; GO:0102552; GO:0102553	protein lipoylation [GO:0009249]	cytoplasm [GO:0005737]	4 iron, 4 sulfur cluster binding [GO:0051539]; lipoate synthase activity [GO:0016992]; lipoyl synthase activity (acting on glycine-cleavage complex H protein [GO:0102552]; lipoyl synthase activity (acting on pyruvate dehydrogenase E2 protein) [GO:0102553]; metal ion binding [GO:0046872]						WP_011133142.1;
Q7V0Z8	LIPA2_PROMP	reviewed	Lipoyl synthase 2 (EC 2.8.1.8) (Lip-syn 2) (LS 2) (Lipoate synthase 2) (Lipoic acid synthase 2) (Sulfur insertion protein LipA 2)	lipA2 lipA PMM1096	pmm:PMM1096;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	299	PATHWAY: Protein modification; protein lipoylation via endogenous pathway; protein N(6)-(lipoyl)lysine from octanoyl-[acyl-carrier-protein]: step 2/2. {ECO:0000255|HAMAP-Rule:MF_00206}.	PMM1096	lipA2	lipA	3 out of 5		Chain (1); Domain (1); Metal binding (7)	GO:0005737; GO:0009249; GO:0016992; GO:0046872; GO:0051539; GO:0102552; GO:0102553	protein lipoylation [GO:0009249]	cytoplasm [GO:0005737]	4 iron, 4 sulfur cluster binding [GO:0051539]; lipoate synthase activity [GO:0016992]; lipoyl synthase activity (acting on glycine-cleavage complex H protein [GO:0102552]; lipoyl synthase activity (acting on pyruvate dehydrogenase E2 protein) [GO:0102553]; metal ion binding [GO:0046872]						WP_011132729.1;
Q7V2J3	GSA_PROMP	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL PMM0483	pmm:PMM0483;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	433	PATHWAY: Porphyrin-containing compound metabolism; protoporphyrin-IX biosynthesis; 5-aminolevulinate from L-glutamyl-tRNA(Glu): step 2/2. {ECO:0000255|HAMAP-Rule:MF_00375}.; PATHWAY: Porphyrin-containing compound metabolism; chlorophyll biosynthesis. {ECO:0000255|HAMAP-Rule:MF_00375}.	PMM0483	hemL		3 out of 5		Chain (1); Modified residue (1)	GO:0005737; GO:0006782; GO:0008483; GO:0015995; GO:0030170; GO:0042286	chlorophyll biosynthetic process [GO:0015995]; protoporphyrinogen IX biosynthetic process [GO:0006782]	cytoplasm [GO:0005737]	glutamate-1-semialdehyde 2,1-aminomutase activity [GO:0042286]; pyridoxal phosphate binding [GO:0030170]; transaminase activity [GO:0008483]						WP_011132118.1;
Q7V314	HIS7_PROMP	reviewed	Imidazoleglycerol-phosphate dehydratase (IGPD) (EC 4.2.1.19)	hisB PMM0281	pmm:PMM0281;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	201	PATHWAY: Amino-acid biosynthesis; L-histidine biosynthesis; L-histidine from 5-phospho-alpha-D-ribose 1-diphosphate: step 6/9. {ECO:0000255|HAMAP-Rule:MF_00076}.	PMM0281	hisB		2 out of 5		Chain (1)	GO:0000105; GO:0004424; GO:0005737	histidine biosynthetic process [GO:0000105]	cytoplasm [GO:0005737]	imidazoleglycerol-phosphate dehydratase activity [GO:0004424]						WP_011131918.1;
Q7TU42	ATPE_PROMP	reviewed	ATP synthase epsilon chain (ATP synthase F1 sector epsilon subunit) (F-ATPase epsilon subunit)	atpC PMM1439	pmm:PMM1439;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	134		PMM1439	atpC		2 out of 5		Chain (1)	GO:0005524; GO:0031676; GO:0045261; GO:0046933		plasma membrane-derived thylakoid membrane [GO:0031676]; proton-transporting ATP synthase complex, catalytic core F(1) [GO:0045261]	ATP binding [GO:0005524]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]						WP_011133068.1;
Q7V034	ATPF2_PROMP	reviewed	ATP synthase subunit b' (ATP synthase F(0) sector subunit b') (ATPase subunit II) (F-type ATPase subunit b') (F-ATPase subunit b')	atpF2 atpG PMM1454	pmm:PMM1454;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	153		PMM1454	atpF2	atpG	3 out of 5		Chain (1); Transmembrane (1)	GO:0016021; GO:0031676; GO:0045263; GO:0046933		integral component of membrane [GO:0016021]; plasma membrane-derived thylakoid membrane [GO:0031676]; proton-transporting ATP synthase complex, coupling factor F(o) [GO:0045263]	proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]						WP_011133083.1;
Q7TTQ1	MNMA_PROMP	reviewed	tRNA-specific 2-thiouridylase MnmA (EC 2.8.1.13)	mnmA PMM1291	pmm:PMM1291;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	390		PMM1291	mnmA		3 out of 5		Active site (2); Binding site (2); Chain (1); Disulfide bond (1); Nucleotide binding (1); Region (2); Site (2)	GO:0000049; GO:0005524; GO:0005737; GO:0006400; GO:0016783	tRNA modification [GO:0006400]	cytoplasm [GO:0005737]	ATP binding [GO:0005524]; sulfurtransferase activity [GO:0016783]; tRNA binding [GO:0000049]						WP_011132925.1;
Q7V0G0	ARGD_PROMP	reviewed	Acetylornithine aminotransferase (ACOAT) (EC 2.6.1.11)	argD PMM1301	pmm:PMM1301;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	415	PATHWAY: Amino-acid biosynthesis; L-arginine biosynthesis; N(2)-acetyl-L-ornithine from L-glutamate: step 4/4. {ECO:0000255|HAMAP-Rule:MF_01107}.	PMM1301	argD		3 out of 5		Binding site (4); Chain (1); Erroneous initiation (1); Modified residue (1); Region (2)	GO:0003992; GO:0005737; GO:0006526; GO:0030170	arginine biosynthetic process [GO:0006526]	cytoplasm [GO:0005737]	N2-acetyl-L-ornithine:2-oxoglutarate 5-aminotransferase activity [GO:0003992]; pyridoxal phosphate binding [GO:0030170]						
Q7UZF8	MRAY_PROMP	reviewed	Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13) (UDP-MurNAc-pentapeptide phosphotransferase)	mraY PMM1709	pmm:PMM1709;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	359	PATHWAY: Cell wall biogenesis; peptidoglycan biosynthesis. {ECO:0000255|HAMAP-Rule:MF_00038}.	PMM1709	mraY		3 out of 5		Chain (1); Transmembrane (10)	GO:0005886; GO:0007049; GO:0008360; GO:0008963; GO:0009252; GO:0016021; GO:0046872; GO:0051301; GO:0051992; GO:0071555	cell cycle [GO:0007049]; cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	metal ion binding [GO:0046872]; phospho-N-acetylmuramoyl-pentapeptide-transferase activity [GO:0008963]; UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine:undecaprenyl-phosphate transferase activity [GO:0051992]						
Q7V3Q4	GRPE_PROMP	reviewed	Protein GrpE (HSP-70 cofactor)	grpE PMM0016	pmm:PMM0016;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	239		PMM0016	grpE		2 out of 5		Chain (1); Compositional bias (2); Region (2)	GO:0000774; GO:0005737; GO:0006457; GO:0042803; GO:0051087	protein folding [GO:0006457]	cytoplasm [GO:0005737]	adenyl-nucleotide exchange factor activity [GO:0000774]; chaperone binding [GO:0051087]; protein homodimerization activity [GO:0042803]						WP_011131654.1;
Q7V1T1	ILVD_PROMP	reviewed	Dihydroxy-acid dehydratase (DAD) (EC 4.2.1.9)	ilvD PMM0774	pmm:PMM0774;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	559	PATHWAY: Amino-acid biosynthesis; L-isoleucine biosynthesis; L-isoleucine from 2-oxobutanoate: step 3/4. {ECO:0000255|HAMAP-Rule:MF_00012}.; PATHWAY: Amino-acid biosynthesis; L-valine biosynthesis; L-valine from pyruvate: step 3/4. {ECO:0000255|HAMAP-Rule:MF_00012}.	PMM0774	ilvD		3 out of 5		Active site (1); Chain (1); Metal binding (7); Modified residue (1)	GO:0004160; GO:0009097; GO:0009099; GO:0046872; GO:0051539	isoleucine biosynthetic process [GO:0009097]; valine biosynthetic process [GO:0009099]		4 iron, 4 sulfur cluster binding [GO:0051539]; dihydroxy-acid dehydratase activity [GO:0004160]; metal ion binding [GO:0046872]						WP_011132408.1;
Q7V2C0	HIS1_PROMP	reviewed	ATP phosphoribosyltransferase (ATP-PRT) (ATP-PRTase) (EC 2.4.2.17)	hisG PMM0560	pmm:PMM0560;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	215	PATHWAY: Amino-acid biosynthesis; L-histidine biosynthesis; L-histidine from 5-phospho-alpha-D-ribose 1-diphosphate: step 1/9. {ECO:0000255|HAMAP-Rule:MF_01018}.	PMM0560	hisG		2 out of 5		Chain (1)	GO:0000105; GO:0003879; GO:0005524; GO:0005737	histidine biosynthetic process [GO:0000105]	cytoplasm [GO:0005737]	ATP binding [GO:0005524]; ATP phosphoribosyltransferase activity [GO:0003879]						WP_011132194.1;
Q7UZS3	HEM6_PROMP	reviewed	Oxygen-dependent coproporphyrinogen-III oxidase (CPO) (Coprogen oxidase) (Coproporphyrinogenase) (EC 1.3.3.3)	hemF PMM1582	pmm:PMM1582;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	342	PATHWAY: Porphyrin-containing compound metabolism; protoporphyrin-IX biosynthesis; protoporphyrinogen-IX from coproporphyrinogen-III (O2 route): step 1/1. {ECO:0000255|HAMAP-Rule:MF_00333}.	PMM1582	hemF		3 out of 5		Active site (1); Binding site (1); Chain (1); Metal binding (4); Region (2); Site (1)	GO:0004109; GO:0005737; GO:0006782; GO:0015995; GO:0042803; GO:0046872	chlorophyll biosynthetic process [GO:0015995]; protoporphyrinogen IX biosynthetic process [GO:0006782]	cytoplasm [GO:0005737]	coproporphyrinogen oxidase activity [GO:0004109]; metal ion binding [GO:0046872]; protein homodimerization activity [GO:0042803]						WP_011133210.1;
Q7V004	HISX_PROMP	reviewed	Histidinol dehydrogenase (HDH) (EC 1.1.1.23)	hisD PMM1488	pmm:PMM1488;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	428	PATHWAY: Amino-acid biosynthesis; L-histidine biosynthesis; L-histidine from 5-phospho-alpha-D-ribose 1-diphosphate: step 9/9. {ECO:0000255|HAMAP-Rule:MF_01024}.	PMM1488	hisD		3 out of 5		Active site (2); Binding site (10); Chain (1); Metal binding (4)	GO:0000105; GO:0004399; GO:0008270; GO:0051287	histidine biosynthetic process [GO:0000105]		histidinol dehydrogenase activity [GO:0004399]; NAD binding [GO:0051287]; zinc ion binding [GO:0008270]						WP_011133116.1;
Q7TU81	FOLD_PROMP	reviewed	Bifunctional protein FolD [Includes: Methylenetetrahydrofolate dehydrogenase (EC 1.5.1.5); Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)]	folD PMM1069	pmm:PMM1069;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	298	PATHWAY: One-carbon metabolism; tetrahydrofolate interconversion. {ECO:0000255|HAMAP-Rule:MF_01576}.	PMM1069	folD		3 out of 5		Binding site (2); Chain (1); Nucleotide binding (1)	GO:0000105; GO:0004477; GO:0004488; GO:0006164; GO:0009086; GO:0035999	histidine biosynthetic process [GO:0000105]; methionine biosynthetic process [GO:0009086]; purine nucleotide biosynthetic process [GO:0006164]; tetrahydrofolate interconversion [GO:0035999]		methenyltetrahydrofolate cyclohydrolase activity [GO:0004477]; methylenetetrahydrofolate dehydrogenase (NADP+) activity [GO:0004488]						WP_011132702.1;
Q7V121	LEU1_PROMP	reviewed	2-isopropylmalate synthase (EC 2.3.3.13) (Alpha-IPM synthase) (Alpha-isopropylmalate synthase)	leuA PMM1066	pmm:PMM1066;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	546	PATHWAY: Amino-acid biosynthesis; L-leucine biosynthesis; L-leucine from 3-methyl-2-oxobutanoate: step 1/4. {ECO:0000255|HAMAP-Rule:MF_01025}.	PMM1066	leuA		2 out of 5		Chain (1); Domain (1)	GO:0003852; GO:0009098	leucine biosynthetic process [GO:0009098]		2-isopropylmalate synthase activity [GO:0003852]						WP_011132699.1;
Q7TU96	HISZ_PROMP	reviewed	ATP phosphoribosyltransferase regulatory subunit	hisZ PMM0900	pmm:PMM0900;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	383	PATHWAY: Amino-acid biosynthesis; L-histidine biosynthesis; L-histidine from 5-phospho-alpha-D-ribose 1-diphosphate: step 1/9.	PMM0900	hisZ		2 out of 5		Chain (1)	GO:0000105; GO:0005737	histidine biosynthetic process [GO:0000105]	cytoplasm [GO:0005737]							WP_011132533.1;
