"locus_tag","type","gene","gene_biotype","old_locus_tag","product","protein_id"
"ACZ81_RS01210","gene","trmB","protein_coding","ACZ81_01215","tRNA (guanosine(46)-N7)-methyltransferase TrmB","WP_061439108.1"
"ACZ81_RS01215","gene",NA,"protein_coding","ACZ81_01220","alpha/beta fold hydrolase","WP_061439110.1"
"ACZ81_RS01220","gene","mutY","protein_coding","ACZ81_01225","A/G-specific adenine glycosylase","WP_061439112.1"
"ACZ81_RS01225","gene",NA,"protein_coding","ACZ81_01230","oxidative damage protection protein","WP_014947929.1"
"ACZ81_RS01230","gene",NA,"tRNA","ACZ81_01240","tRNA-Phe",NA
"ACZ81_RS01235","gene",NA,"protein_coding","ACZ81_01245","hypothetical protein","WP_197044376.1"
"ACZ81_RS01240","gene",NA,"protein_coding","ACZ81_01250","hypothetical protein","WP_061439114.1"
"ACZ81_RS01245","gene",NA,"protein_coding","ACZ81_01255","AAA family ATPase","WP_061439115.1"
"ACZ81_RS01250","gene",NA,"protein_coding","ACZ81_01260","hypothetical protein","WP_061439117.1"
"ACZ81_RS01255","gene",NA,"protein_coding","ACZ81_01265","hypothetical protein","WP_061439119.1"
"ACZ81_RS01260","gene",NA,"protein_coding","ACZ81_01270","hypothetical protein","WP_061439121.1"
"ACZ81_RS01265","gene",NA,"protein_coding","ACZ81_01275","hypothetical protein","WP_061439123.1"
"ACZ81_RS21270","pseudogene",NA,"pseudogene",NA,"DUF3387 domain-containing protein",NA
"ACZ81_RS21275","pseudogene",NA,"pseudogene","ACZ81_01285","WYL domain-containing protein",NA
"ACZ81_RS01280","gene",NA,"protein_coding","ACZ81_01290","DUF429 domain-containing protein","WP_061439127.1"
"ACZ81_RS01285","gene",NA,"protein_coding","ACZ81_01295","DUF2034 domain-containing protein","WP_061439129.1"
"ACZ81_RS01290","gene",NA,"protein_coding","ACZ81_01300","NYN domain-containing protein","WP_012516807.1"
"ACZ81_RS01295","gene",NA,"protein_coding","ACZ81_01305","RNase H1/viroplasmin domain-containing protein","WP_061439131.1"
"ACZ81_RS01300","gene",NA,"protein_coding","ACZ81_01310","DUF2787 domain-containing protein","WP_061439133.1"
"ACZ81_RS01305","gene",NA,"protein_coding","ACZ81_01315","hypothetical protein","WP_061439135.1"
"ACZ81_RS01310","gene",NA,"protein_coding","ACZ81_01320","ATP-binding protein","WP_061439137.1"
"ACZ81_RS01315","gene",NA,"protein_coding","ACZ81_01325","tyrosine-type recombinase/integrase","WP_061439139.1"
"ACZ81_RS01320","gene",NA,"protein_coding","ACZ81_01330","hypothetical protein","WP_061439142.1"
"ACZ81_RS01325","gene",NA,"protein_coding","ACZ81_01335","hypothetical protein","WP_061439144.1"
"ACZ81_RS01330","gene","istB","protein_coding","ACZ81_01340","IS21-like element helper ATPase IstB","WP_039221977.1"
"ACZ81_RS01335","gene","istA","protein_coding","ACZ81_01345","IS21 family transposase","WP_039221975.1"
"ACZ81_RS01340","gene",NA,"protein_coding","ACZ81_01350","hypothetical protein","WP_232375979.1"
"ACZ81_RS01345","gene",NA,"protein_coding","ACZ81_01355","hypothetical protein","WP_226434503.1"
"ACZ81_RS01350","gene",NA,"protein_coding","ACZ81_01360","DUF6488 family protein","WP_020742705.1"
"ACZ81_RS01355","gene",NA,"protein_coding","ACZ81_01365","hypothetical protein","WP_061486897.1"
"ACZ81_RS01360","gene",NA,"protein_coding","ACZ81_01370","HupE/UreJ family protein","WP_012516820.1"
"ACZ81_RS01365","gene",NA,"protein_coding","ACZ81_01375","CusA/CzcA family heavy metal efflux RND transporter","WP_061439146.1"
"ACZ81_RS01370","gene",NA,"protein_coding","ACZ81_01380","HlyD family efflux transporter periplasmic adaptor subunit","WP_012516822.1"
"ACZ81_RS01375","gene",NA,"protein_coding","ACZ81_01385","TolC family protein","WP_061439148.1"
"ACZ81_RS01380","gene",NA,"protein_coding","ACZ81_01390","M56 family metallopeptidase","WP_061439150.1"
"ACZ81_RS01385","gene",NA,"protein_coding","ACZ81_01395","BlaI/MecI/CopY family transcriptional regulator","WP_012516825.1"
"ACZ81_RS01390","gene",NA,"protein_coding","ACZ81_01400","tyrosine-type recombinase/integrase","WP_012516826.1"
"ACZ81_RS21410","gene",NA,"protein_coding",NA,"HAD family hydrolase","WP_232375980.1"
"ACZ81_RS21415","gene",NA,"protein_coding",NA,"hypothetical protein","WP_232375981.1"
"ACZ81_RS01405","gene",NA,"protein_coding","ACZ81_01415","methyl-accepting chemotaxis protein","WP_061439154.1"
"ACZ81_RS01410","gene",NA,"protein_coding","ACZ81_01420","response regulator","WP_014947933.1"
"ACZ81_RS01415","gene",NA,"protein_coding","ACZ81_01425","chemotaxis protein CheW","WP_061439156.1"
"ACZ81_RS01420","gene",NA,"protein_coding","ACZ81_01430","chemotaxis protein CheW","WP_014947935.1"
"ACZ81_RS21420","pseudogene",NA,"pseudogene",NA,"PAS domain-containing protein",NA
"ACZ81_RS21425","pseudogene",NA,"pseudogene",NA,"methyl-accepting chemotaxis protein",NA
"ACZ81_RS01430","gene",NA,"protein_coding","ACZ81_01440","chemotaxis protein CheR","WP_061439160.1"
"ACZ81_RS01435","gene","cheD","protein_coding","ACZ81_01445","chemoreceptor glutamine deamidase CheD","WP_061439163.1"
"ACZ81_RS01440","gene",NA,"protein_coding","ACZ81_01450","chemotaxis response regulator protein-glutamate methylesterase","WP_061439165.1"
"ACZ81_RS01445","gene",NA,"protein_coding","ACZ81_01455","methyl-accepting chemotaxis protein","WP_061439167.1"
"ACZ81_RS01450","gene",NA,"protein_coding","ACZ81_01460","response regulator","WP_014947941.1"
"ACZ81_RS01455","gene",NA,"protein_coding","ACZ81_01465","chemotaxis protein CheW","WP_061439169.1"
"ACZ81_RS01460","gene",NA,"protein_coding","ACZ81_01470","chemotaxis protein CheW","WP_014947943.1"
"ACZ81_RS01465","gene",NA,"protein_coding","ACZ81_01475","methyl-accepting chemotaxis protein","WP_061439171.1"
"ACZ81_RS21430","pseudogene",NA,"pseudogene",NA,"PAS domain-containing protein",NA
"ACZ81_RS21435","pseudogene",NA,"pseudogene",NA,"methyl-accepting chemotaxis protein",NA
"ACZ81_RS01475","gene",NA,"protein_coding","ACZ81_01485","chemotaxis protein CheR","WP_061439173.1"
"ACZ81_RS01480","gene","cheD","protein_coding","ACZ81_01490","chemoreceptor glutamine deamidase CheD","WP_014947947.1"
"ACZ81_RS01485","gene",NA,"protein_coding","ACZ81_01495","chemotaxis response regulator protein-glutamate methylesterase","WP_039234748.1"
"ACZ81_RS01490","gene",NA,"protein_coding","ACZ81_01500","hypothetical protein","WP_014947949.1"
"ACZ81_RS01495","gene",NA,"protein_coding","ACZ81_01505","haloacid dehalogenase type II","WP_061439178.1"
"ACZ81_RS01500","gene",NA,"protein_coding","ACZ81_01510","IS4 family transposase","WP_061439181.1"
"ACZ81_RS01505","gene",NA,"protein_coding","ACZ81_01515","TonB-dependent receptor","WP_061439183.1"
"ACZ81_RS01510","gene",NA,"protein_coding","ACZ81_01520","substrate-binding domain-containing protein","WP_014947952.1"
"ACZ81_RS01515","gene",NA,"protein_coding","ACZ81_01525","MFS transporter","WP_232375982.1"
"ACZ81_RS01520","gene",NA,"protein_coding","ACZ81_01530","alpha%2Calpha-trehalase","WP_061439188.1"
"ACZ81_RS01525","gene",NA,"protein_coding","ACZ81_01535","GGDEF domain-containing protein","WP_232375983.1"
"ACZ81_RS01530","gene",NA,"protein_coding","ACZ81_01540","DMT family transporter","WP_014978068.1"
"ACZ81_RS01535","gene",NA,"protein_coding","ACZ81_01545","HAD-IA family hydrolase","WP_014978069.1"
"ACZ81_RS21190","gene",NA,"protein_coding",NA,"hypothetical protein","WP_014978070.1"
"ACZ81_RS01540","gene",NA,"protein_coding","ACZ81_01550","ATP-binding protein","WP_232375984.1"
"ACZ81_RS01545","gene",NA,"protein_coding","ACZ81_01555","DUF3392 domain-containing protein","WP_014947959.1"
"ACZ81_RS01550","gene",NA,"protein_coding","ACZ81_01560","sugar phosphate isomerase/epimerase","WP_061439192.1"
"ACZ81_RS01555","gene",NA,"protein_coding","ACZ81_01565","LacI family transcriptional regulator","WP_012516940.1"
"ACZ81_RS01560","gene",NA,"protein_coding","ACZ81_01570","Gfo/Idh/MocA family oxidoreductase","WP_061439194.1"
"ACZ81_RS01565","gene",NA,"protein_coding","ACZ81_01575","sugar phosphate isomerase/epimerase","WP_061439195.1"
"ACZ81_RS01570","gene",NA,"protein_coding","ACZ81_01580","nucleoside permease","WP_061439197.1"
"ACZ81_RS01575","gene",NA,"protein_coding","ACZ81_01585","TIM barrel protein","WP_061439199.1"
"ACZ81_RS01580","gene",NA,"protein_coding","ACZ81_01590","GMC family oxidoreductase","WP_014947965.1"
"ACZ81_RS01585","gene",NA,"protein_coding","ACZ81_01595","gluconate 2-dehydrogenase subunit 3 family protein","WP_014947966.1"
"ACZ81_RS01590","gene",NA,"protein_coding","ACZ81_01600","DUF1080 domain-containing protein","WP_061486901.1"
"ACZ81_RS01595","gene",NA,"protein_coding","ACZ81_01605","iron-containing alcohol dehydrogenase","WP_061439201.1"
"ACZ81_RS01600","gene",NA,"rRNA","ACZ81_01610","16S ribosomal RNA",NA
"ACZ81_RS01605","gene",NA,"tRNA","ACZ81_01615","tRNA-Ala",NA
"ACZ81_RS01610","gene",NA,"tRNA","ACZ81_01620","tRNA-Ile",NA
"ACZ81_RS01615","gene",NA,"rRNA","ACZ81_01625","23S ribosomal RNA",NA
"ACZ81_RS01620","gene","rrf","rRNA","ACZ81_01630","5S ribosomal RNA",NA
"ACZ81_RS01625","gene",NA,"protein_coding","ACZ81_01635","branched-chain amino acid aminotransferase","WP_061439204.1"
"ACZ81_RS01630","gene","gpmA","protein_coding","ACZ81_01640","2%2C3-diphosphoglycerate-dependent phosphoglycerate mutase","WP_014947970.1"
"ACZ81_RS01635","gene",NA,"protein_coding","ACZ81_01645","cupin domain-containing protein","WP_039225136.1"
"ACZ81_RS01640","gene","acnA","protein_coding","ACZ81_01650","aconitate hydratase AcnA","WP_061439205.1"
"ACZ81_RS01645","gene",NA,"protein_coding","ACZ81_01655","sel1 repeat family protein","WP_014947973.1"
"ACZ81_RS01650","gene",NA,"protein_coding","ACZ81_01660","GspE/PulE family protein","WP_081106126.1"
"ACZ81_RS01655","gene","rpsJ","protein_coding","ACZ81_01665","30S ribosomal protein S10","WP_010179497.1"
"ACZ81_RS01660","gene","rplC","protein_coding","ACZ81_01670","50S ribosomal protein L3","WP_014947975.1"
"ACZ81_RS01665","gene","rplD","protein_coding","ACZ81_01675","50S ribosomal protein L4","WP_012516958.1"
"ACZ81_RS01670","gene","rplW","protein_coding","ACZ81_01680","50S ribosomal protein L23","WP_012516959.1"
"ACZ81_RS01675","gene","rplB","protein_coding","ACZ81_01685","50S ribosomal protein L2","WP_061439206.1"
"ACZ81_RS01680","gene","rpsS","protein_coding","ACZ81_01690","30S ribosomal protein S19","WP_012516961.1"
"ACZ81_RS01685","gene","rplV","protein_coding","ACZ81_01695","50S ribosomal protein L22","WP_014947977.1"
"ACZ81_RS01690","gene","rpsC","protein_coding","ACZ81_01700","30S ribosomal protein S3","WP_014947978.1"
"ACZ81_RS01695","gene","rplP","protein_coding","ACZ81_01705","50S ribosomal protein L16","WP_014947979.1"
"ACZ81_RS01700","gene","rpmC","protein_coding","ACZ81_01710","50S ribosomal protein L29","WP_014947980.1"
"ACZ81_RS01705","gene","rpsQ","protein_coding","ACZ81_01715","30S ribosomal protein S17","WP_014975444.1"
"ACZ81_RS01710","gene",NA,"protein_coding","ACZ81_01720","glycosyltransferase family 4 protein","WP_014975445.1"
"ACZ81_RS01715","gene",NA,"protein_coding","ACZ81_01725","3-deoxy-D-manno-octulosonic acid transferase","WP_014975446.1"
"ACZ81_RS01720","gene",NA,"protein_coding","ACZ81_01730","sodium:proton antiporter","WP_061439208.1"
"ACZ81_RS01725","gene",NA,"protein_coding","ACZ81_01735","hypothetical protein","WP_014975448.1"
"ACZ81_RS01730","gene",NA,"protein_coding","ACZ81_01740","hypothetical protein","WP_061439209.1"
"ACZ81_RS01735","gene",NA,"protein_coding","ACZ81_01745","methyl-accepting chemotaxis protein","WP_061439211.1"
"ACZ81_RS01740","gene",NA,"protein_coding","ACZ81_01750","M3 family metallopeptidase","WP_061439213.1"
"ACZ81_RS01745","gene",NA,"protein_coding","ACZ81_01755","hypothetical protein","WP_014975451.1"
"ACZ81_RS01750","gene",NA,"protein_coding","ACZ81_01760","YgjV family protein","WP_014975452.1"
"ACZ81_RS01755","gene",NA,"protein_coding","ACZ81_01765","hypothetical protein","WP_014975453.1"
"ACZ81_RS01760","gene","purU","protein_coding","ACZ81_01770","formyltetrahydrofolate deformylase","WP_014975454.1"
"ACZ81_RS01765","gene","thpR","protein_coding","ACZ81_01775","RNA 2'%2C3'-cyclic phosphodiesterase","WP_014975455.1"
"ACZ81_RS01770","gene","hrpB","protein_coding","ACZ81_01780","ATP-dependent helicase HrpB","WP_231513026.1"
"ACZ81_RS01775","gene",NA,"protein_coding","ACZ81_01785","DUF4198 domain-containing protein","WP_014975457.1"
"ACZ81_RS01780","gene",NA,"protein_coding","ACZ81_01790","lytic murein transglycosylase","WP_014975458.1"
"ACZ81_RS01785","gene","mrcB","protein_coding","ACZ81_01795","penicillin-binding protein 1B","WP_014975459.1"
"ACZ81_RS01790","gene",NA,"protein_coding","ACZ81_01800","hypothetical protein","WP_014975460.1"
"ACZ81_RS01795","gene",NA,"protein_coding","ACZ81_01805","DUF808 domain-containing protein","WP_014975461.1"
"ACZ81_RS01800","gene",NA,"protein_coding","ACZ81_01810","endonuclease","WP_014975462.1"
"ACZ81_RS01805","gene",NA,"protein_coding","ACZ81_01815","helix-turn-helix domain-containing protein","WP_014975463.1"
"ACZ81_RS01810","gene",NA,"protein_coding","ACZ81_01820","hypothetical protein","WP_014975464.1"
"ACZ81_RS01815","gene","glnK","protein_coding","ACZ81_01825","P-II family nitrogen regulator","WP_012516988.1"
"ACZ81_RS01820","gene",NA,"protein_coding","ACZ81_01830","ammonium transporter","WP_014948004.1"
"ACZ81_RS01825","gene","ggt","protein_coding","ACZ81_01835","gamma-glutamyltransferase","WP_014948005.1"
"ACZ81_RS01830","gene",NA,"protein_coding","ACZ81_01840","Dyp-type peroxidase","WP_014948006.1"
"ACZ81_RS01835","gene",NA,"protein_coding","ACZ81_01845","adenylate/guanylate cyclase domain-containing protein","WP_014975465.1"
"ACZ81_RS01840","gene","hemL","protein_coding","ACZ81_01850","glutamate-1-semialdehyde 2%2C1-aminomutase","WP_014948008.1"
"ACZ81_RS01845","gene",NA,"protein_coding","ACZ81_01855","aspartate carbamoyltransferase","WP_014975466.1"
"ACZ81_RS01850","gene",NA,"protein_coding","ACZ81_01860","TetR/AcrR family transcriptional regulator","WP_061439215.1"
"ACZ81_RS01855","gene",NA,"protein_coding","ACZ81_01865","efflux RND transporter periplasmic adaptor subunit","WP_014975468.1"
"ACZ81_RS01860","gene",NA,"protein_coding","ACZ81_01870","efflux RND transporter permease subunit","WP_014975469.1"
"ACZ81_RS01865","gene",NA,"protein_coding","ACZ81_01875","DUF2982 domain-containing protein","WP_014948013.1"
"ACZ81_RS01870","gene",NA,"protein_coding","ACZ81_01880","hybrid sensor histidine kinase/response regulator","WP_014975470.1"
"ACZ81_RS01875","gene","parC","protein_coding","ACZ81_01885","DNA topoisomerase IV subunit A","WP_061439217.1"
"ACZ81_RS01880","gene",NA,"protein_coding","ACZ81_01890","heme NO-binding domain-containing protein","WP_014948016.1"
"ACZ81_RS01885","gene",NA,"protein_coding","ACZ81_01895","bifunctional diguanylate cyclase/phosphodiesterase","WP_061439220.1"
"ACZ81_RS01890","gene",NA,"protein_coding","ACZ81_01900","DUF1338 domain-containing protein","WP_014948018.1"
"ACZ81_RS01895","gene","astD","protein_coding","ACZ81_01905","succinylglutamate-semialdehyde dehydrogenase","WP_061439222.1"
"ACZ81_RS01900","gene","astA","protein_coding","ACZ81_01910","arginine N-succinyltransferase","WP_014948020.1"
"ACZ81_RS01905","gene",NA,"protein_coding","ACZ81_01915","aspartate aminotransferase family protein","WP_014978113.1"
"ACZ81_RS01910","gene",NA,"protein_coding","ACZ81_01920","HDOD domain-containing protein","WP_061486906.1"
"ACZ81_RS01915","gene",NA,"protein_coding","ACZ81_01925","aminodeoxychorismate/anthranilate synthase component II","WP_061439224.1"
"ACZ81_RS01920","gene","trpS","protein_coding","ACZ81_01930","tryptophan--tRNA ligase","WP_061439226.1"
"ACZ81_RS01925","gene","rpe","protein_coding","ACZ81_01935","ribulose-phosphate 3-epimerase","WP_014978117.1"
"ACZ81_RS01930","gene",NA,"protein_coding","ACZ81_01940","TorF family putative porin","WP_081106054.1"
"ACZ81_RS01935","gene",NA,"protein_coding","ACZ81_01945","hypothetical protein","WP_014948027.1"
"ACZ81_RS01940","gene",NA,"protein_coding","ACZ81_01950","DUF2970 domain-containing protein","WP_014948028.1"
"ACZ81_RS01945","gene",NA,"protein_coding","ACZ81_01955","Dam family site-specific DNA-(adenine-N6)-methyltransferase","WP_014948029.1"
"ACZ81_RS01950","gene",NA,"protein_coding","ACZ81_01960","hypothetical protein","WP_061439228.1"
"ACZ81_RS01955","gene","aroB","protein_coding","ACZ81_01965","3-dehydroquinate synthase","WP_039231079.1"
"ACZ81_RS01960","gene","aroK","protein_coding","ACZ81_01970","shikimate kinase AroK","WP_014948032.1"
"ACZ81_RS01965","gene",NA,"protein_coding","ACZ81_01975","type IV pilus secretin PilQ family protein","WP_061094069.1"
"ACZ81_RS01970","gene",NA,"protein_coding","ACZ81_01980","pilus assembly protein PilP","WP_014948034.1"
"ACZ81_RS01975","gene",NA,"protein_coding","ACZ81_01985","type 4a pilus biogenesis protein PilO","WP_014948035.1"
"ACZ81_RS01980","gene",NA,"protein_coding","ACZ81_01990","PilN domain-containing protein","WP_061094070.1"
"ACZ81_RS01985","gene",NA,"protein_coding","ACZ81_01995","type IV pilus assembly protein PilM","WP_049588773.1"
"ACZ81_RS01990","gene",NA,"protein_coding","ACZ81_02000","PBP1A family penicillin-binding protein","WP_061439230.1"
"ACZ81_RS01995","gene",NA,"protein_coding","ACZ81_02005","NAD-dependent malic enzyme","WP_014978126.1"
"ACZ81_RS02000","gene",NA,"protein_coding","ACZ81_02010","hypothetical protein","WP_061439232.1"
"ACZ81_RS02005","gene","yghU","protein_coding","ACZ81_02015","glutathione-dependent disulfide-bond oxidoreductase","WP_014975482.1"
"ACZ81_RS02010","gene",NA,"protein_coding","ACZ81_02020","hypothetical protein","WP_061439234.1"
"ACZ81_RS02015","gene",NA,"protein_coding","ACZ81_02025","catalase","WP_014975484.1"
"ACZ81_RS02020","gene",NA,"protein_coding","ACZ81_02030","TetR family transcriptional regulator","WP_061439236.1"
"ACZ81_RS02025","gene",NA,"protein_coding","ACZ81_02035","alpha/beta fold hydrolase","WP_014948047.1"
"ACZ81_RS02030","gene",NA,"protein_coding","ACZ81_02040","EAL domain-containing protein","WP_061439241.1"
"ACZ81_RS02035","gene","argA","protein_coding","ACZ81_02045","amino-acid N-acetyltransferase","WP_014975490.1"
"ACZ81_RS02040","gene","argH","protein_coding","ACZ81_02050","argininosuccinate lyase","WP_061439243.1"
"ACZ81_RS02045","gene",NA,"protein_coding","ACZ81_02055","argininosuccinate synthase","WP_061439245.1"
"ACZ81_RS02050","gene",NA,"protein_coding","ACZ81_02060","ornithine carbamoyltransferase","WP_061439246.1"
"ACZ81_RS02055","gene","argB","protein_coding","ACZ81_02065","acetylglutamate kinase","WP_039231060.1"
"ACZ81_RS02060","gene","argC","protein_coding","ACZ81_02070","N-acetyl-gamma-glutamyl-phosphate reductase","WP_061486910.1"
"ACZ81_RS02065","gene",NA,"protein_coding","ACZ81_02075","methylglyoxal synthase","WP_014948054.1"
"ACZ81_RS02070","gene",NA,"protein_coding","ACZ81_02080","hypothetical protein","WP_061439247.1"
"ACZ81_RS02075","gene",NA,"protein_coding","ACZ81_02085","flagellar basal body L-ring protein FlgH","WP_014948056.1"
"ACZ81_RS02080","gene",NA,"protein_coding","ACZ81_02090","flagellar assembly protein T N-terminal domain-containing protein","WP_061439248.1"
"ACZ81_RS02085","gene",NA,"protein_coding","ACZ81_02095","Spy/CpxP family protein refolding chaperone","WP_061439250.1"
"ACZ81_RS02090","gene",NA,"protein_coding","ACZ81_02100","response regulator transcription factor","WP_039225152.1"
